 -2.98119661E+00 -1.20000000E+01  1.29497626E-04 -1.20966252E+01  9.28825873E-04  4.97020745E-03  3.03868248E-01  1.79600825E-05  1.06834716E-03  2.97769010E-03  5.76852436E-05  3.15582988E-03  5.82233058E-03  9.47940499E-05  5.03131599E-03  7.32719023E-03  2.26200719E-04  1.16024237E-02  1.08248257E-02  1.32055265E-03  6.74415081E-02  3.29154993E-02
 -2.96710562E+00 -1.17500000E+01  1.34003007E-04 -1.18463040E+01  9.62655593E-04  5.17719885E-03  3.06342580E-01  1.85782566E-05  1.09481032E-03  3.03352198E-03  5.97222809E-05  3.23145690E-03  5.93021108E-03  9.81794648E-05  5.15024384E-03  7.46082646E-03  2.34451959E-04  1.18706294E-02  1.10122221E-02  1.37324618E-03  6.88728067E-02  3.34022245E-02
 -2.95301488E+00 -1.15000000E+01  1.38524766E-04 -1.15959815E+01  9.96616670E-04  5.38507479E-03  3.08821156E-01  1.91986424E-05  1.12134005E-03  3.08946929E-03  6.17668863E-05  3.30726347E-03  6.03830888E-03  1.01577663E-04  5.26944724E-03  7.59472221E-03  2.42735307E-04  1.21394324E-02  1.11999356E-02  1.42617043E-03  7.03068016E-02  3.38893598E-02
 -2.93892903E+00 -1.12500000E+01  1.43376760E-04 -1.13456323E+01  1.03322634E-03  5.61078571E-03  3.11385301E-01  1.98636235E-05  1.14921202E-03  3.14774382E-03  6.39640880E-05  3.38669029E-03  6.15078807E-03  1.05233613E-04  5.39420646E-03  7.73385059E-03  2.51666039E-04  1.24202782E-02  1.13940414E-02  1.48374667E-03  7.17951640E-02  3.43847621E-02
 -2.92484317E+00 -1.10000000E+01  1.48228753E-04 -1.10952831E+01  1.06983600E-03  5.83649663E-03  3.13949446E-01  2.05286047E-05  1.17708398E-03  3.20601834E-03  6.61612896E-05  3.46611712E-03  6.26326725E-03  1.08889563E-04  5.51896568E-03  7.87297898E-03  2.60596771E-04  1.27011240E-02  1.15881471E-02  1.54132291E-03  7.32835263E-02  3.48801644E-02
 -2.91076211E+00 -1.07500000E+01  1.53412133E-04 -1.08449076E+01  1.10912163E-03  6.08028514E-03  3.16510249E-01  2.12382600E-05  1.20627001E-03  3.26655605E-03  6.85119532E-05  3.54907115E-03  6.37999620E-03  1.12805173E-04  5.64912683E-03  8.01716390E-03  2.70181736E-04  1.29936403E-02  1.17883321E-02  1.60365515E-03  7.48238734E-02  3.53825454E-02
 -2.89668157E+00 -1.05000000E+01  1.58631403E-04 -1.05945292E+01  1.14869707E-03  6.32603151E-03  3.19070692E-01  2.19527537E-05  1.23559836E-03  3.32733887E-03  7.08792373E-05  3.63240719E-03  6.49718542E-03  1.16748904E-04  5.77987304E-03  8.16189646E-03  2.79837556E-04  1.32874205E-02  1.19891754E-02  1.66650248E-03  7.63698506E-02  3.58856821E-02
 -2.88260530E+00 -1.02500000E+01  1.64159230E-04 -1.03441252E+01  1.19078125E-03  6.58877118E-03  3.21665039E-01  2.27087762E-05  1.26612004E-03  3.39016270E-03  7.33897440E-05  3.71892995E-03  6.61819733E-03  1.20935364E-04  5.91548993E-03  8.31115913E-03  2.90106858E-04  1.35916908E-02  1.21953731E-02  1.73386114E-03  7.79619054E-02  3.63941402E-02
 -2.86853014E+00 -1.00000000E+01  1.69767463E-04 -1.00937145E+01  1.23351919E-03  6.85593912E-03  3.24268223E-01  2.34756207E-05  1.29695269E-03  3.45351840E-03  7.59375729E-05  3.80628315E-03  6.74020539E-03  1.25185076E-04  6.05237606E-03  8.46160229E-03  3.00536026E-04  1.38986946E-02  1.24029662E-02  1.80239541E-03  7.95659674E-02  3.69039848E-02
 -2.85445884E+00 -9.75000000E+00  1.75671671E-04 -9.84327918E+00  1.27868022E-03  7.13955408E-03  3.26937207E-01  2.42822332E-05  1.32890101E-03  3.51876924E-03  7.86230930E-05  3.89660053E-03  6.86575281E-03  1.29668550E-04  6.19378285E-03  8.61622203E-03  3.11557859E-04  1.42154051E-02  1.26154044E-02  1.87533734E-03  8.12120615E-02  3.74178570E-02
 -2.84038905E+00 -9.50000000E+00  1.81691612E-04 -9.59283431E+00  1.32478872E-03  7.42960019E-03  3.29631921E-01  2.51043958E-05  1.36128557E-03  3.58476112E-03  8.13624534E-05  3.98807698E-03  6.99268421E-03  1.34243430E-04  6.33695730E-03  8.77247491E-03  3.22811439E-04  1.45359113E-02  1.28297372E-02  1.95000276E-03  8.28745910E-02  3.79333041E-02
 -2.82632275E+00 -9.25000000E+00  1.88006816E-04 -9.34236437E+00  1.37333132E-03  7.73619358E-03  3.32322143E-01  2.59661631E-05  1.39475478E-03  3.65258283E-03  8.42394912E-05  4.08241983E-03  7.12302242E-03  1.39052446E-04  6.48449412E-03  8.93273029E-03  3.34660513E-04  1.48657524E-02  1.30486204E-02  2.02914631E-03  8.45769488E-02  3.84517592E-02
 -2.81225812E+00 -9.00000000E+00  1.94462340E-04 -9.09188250E+00  1.42303071E-03  8.05065091E-03  3.35010230E-01  2.68467521E-05  1.42873945E-03  3.72127414E-03  8.71819587E-05  4.17812489E-03  7.25497969E-03  1.43972731E-04  6.63410411E-03  9.09488782E-03  3.46792590E-04  1.52000298E-02  1.32696662E-02  2.11041805E-03  8.62982346E-02  3.89716440E-02
 -2.79819679E+00 -8.75000000E+00  2.01226008E-04 -8.84137392E+00  1.47528815E-03  8.38251543E-03  3.37726581E-01  2.77686037E-05  1.46382652E-03  3.79181335E-03  9.02684429E-05  4.27672801E-03  7.39036732E-03  1.49138362E-04  6.78811466E-03  9.26105598E-03  3.59550634E-04  1.55436942E-02  1.34951722E-02  2.19644848E-03  8.80589623E-02  3.94936783E-02
 -2.78413709E+00 -8.50000000E+00  2.08142141E-04 -8.59085212E+00  1.52881130E-03  8.72299278E-03  3.40456916E-01  2.87108715E-05  1.49945904E-03  3.86326687E-03  9.34261845E-05  4.37676503E-03  7.52745225E-03  1.54425385E-04  6.94430255E-03  9.42920854E-03  3.72618398E-04  1.58920030E-02  1.37228852E-02  2.28483343E-03  8.98392054E-02  4.00167763E-02
 -2.77008060E+00 -8.25000000E+00  2.15394766E-04 -8.34030134E+00  1.58514762E-03  9.08262229E-03  3.43251869E-01  2.96981196E-05  1.53626375E-03  3.93667344E-03  9.67415631E-05  4.47986650E-03  7.66815028E-03  1.59981406E-04  7.10513421E-03  9.60156416E-03  3.86374697E-04  1.62501836E-02  1.39551625E-02  2.37850856E-03  9.16602752E-02  4.05412242E-02
 -2.75602555E+00 -8.00000000E+00  2.22797714E-04 -8.08973760E+00  1.64274068E-03  9.45080773E-03  3.46075690E-01  3.07054620E-05  1.57359211E-03  4.01095250E-03  1.00127364E-04  4.58433695E-03  7.81046240E-03  1.65657597E-04  7.26804040E-03  9.77579745E-03  4.00438587E-04  1.66127743E-02  1.41894788E-02  2.47454699E-03  9.34995838E-02  4.10662752E-02
 -2.74197370E+00 -7.75000000E+00  2.30583042E-04 -7.83913921E+00  1.70355302E-03  9.84091084E-03  3.48892637E-01  3.17638274E-05  1.61221723E-03  4.08738020E-03  1.03692719E-04  4.69217827E-03  7.95673586E-03  1.71640736E-04  7.43604215E-03  9.95461513E-03  4.15290590E-04  1.69861642E-02  1.44286441E-02  2.57670375E-03  9.53828295E-02  4.15918262E-02
 -2.72792295E+00 -7.50000000E+00  2.38500287E-04 -7.58852886E+00  1.76547598E-03  1.02385753E-02  3.51707214E-01  3.28397953E-05  1.65128972E-03  4.16454917E-03  1.07320018E-04  4.80118252E-03  8.10437594E-03  1.77729769E-04  7.60580183E-03  1.01350144E-02  4.30414484E-04  1.73632796E-02  1.46694822E-02  2.68097127E-03  9.72812331E-02  4.21175497E-02
 -2.71387551E+00 -7.25000000E+00  2.46865445E-04 -7.33787870E+00  1.83119689E-03  1.06620858E-02  3.54600104E-01  3.39754267E-05  1.69184036E-03  4.24415565E-03  1.11158150E-04  4.91400754E-03  8.25649395E-03  1.84179836E-04  7.78132445E-03  1.03205647E-02  4.46468391E-04  1.77525659E-02  1.49156171E-02  2.79253145E-03  9.92283282E-02  4.26427607E-02
 -2.69982877E+00 -7.00000000E+00  2.55325671E-04 -7.08722009E+00  1.89772390E-03  1.10910819E-02  3.57509615E-01  3.51237213E-05  1.73270473E-03  4.32427948E-03  1.15041029E-04  5.02764349E-03  8.40956239E-03  1.90706531E-04  7.95807024E-03  1.05072083E-02  4.62719688E-04  1.81444353E-02  1.51628762E-02  2.90563946E-03  1.01185758E-01  4.31678629E-02
 -2.68578546E+00 -6.75000000E+00  2.64321438E-04 -6.83651230E+00  1.96882440E-03  1.15511730E-02  3.60408977E-01  3.63432261E-05  1.77528892E-03  4.40722681E-03  1.19176577E-04  5.14569947E-03  8.56779786E-03  1.97666700E-04  8.14146580E-03  1.06997619E-02  4.80091102E-04  1.85503062E-02  1.54160261E-02  3.02761696E-03  1.03198215E-01  4.36911858E-02
 -2.67174262E+00 -6.50000000E+00  2.73397996E-04 -6.58579700E+00  2.04061750E-03  1.20159699E-02  3.63310640E-01  3.75734631E-05  1.81812877E-03  4.49059314E-03  1.23350293E-04  5.26441041E-03  8.72679851E-03  2.04692409E-04  8.32584572E-03  1.08931877E-02  4.97632166E-04  1.89582460E-02  1.56700302E-02  3.15094463E-03  1.05218725E-01  4.42141573E-02
 -2.65770288E+00 -6.25000000E+00  2.83035676E-04 -6.33502915E+00  2.11723684E-03  1.25135395E-02  3.66251330E-01  3.88781778E-05  1.86272155E-03  4.57682765E-03  1.27789406E-04  5.38759929E-03  8.89102751E-03  2.12174199E-04  8.51694912E-03  1.10925551E-02  5.16355542E-04  1.93802939E-02  1.59297582E-02  3.28372272E-03  1.07293674E-01  4.47341895E-02
 -2.64366386E+00 -6.00000000E+00  2.92823294E-04 -6.08424728E+00  2.19515514E-03  1.30199145E-02  3.69214917E-01  4.02027567E-05  1.90777006E-03  4.66380546E-03  1.32299607E-04  5.51194549E-03  9.05660583E-03  2.19778376E-04  8.70978570E-03  1.12934459E-02  5.35397206E-04  1.98059673E-02  1.61908994E-02  3.41906794E-03  1.09382347E-01  4.52531873E-02
 -2.62962720E+00 -5.75000000E+00  3.03098121E-04 -5.83341985E+00  2.27729427E-03  1.35549021E-02  3.72252904E-01  4.15918820E-05  1.95429945E-03  4.75319858E-03  1.37040802E-04  5.64005225E-03  9.22656864E-03  2.27780235E-04  8.90825409E-03  1.14992867E-02  5.55473109E-04  2.02434213E-02  1.64566327E-02  3.56275471E-03  1.11515616E-01  4.57688239E-02
 -2.61559173E+00 -5.50000000E+00  3.13658210E-04 -5.58256460E+00  2.36192263E-03  1.41067294E-02  3.75285300E-01  4.30187322E-05  2.00167226E-03  4.84396395E-03  1.41917571E-04  5.77028802E-03  9.39901159E-03  2.36015930E-04  9.10990296E-03  1.17079075E-02  5.76159072E-04  2.06875074E-02  1.67248420E-02  3.71140476E-03  1.13673493E-01  4.62820930E-02
 -2.60155786E+00 -5.25000000E+00  3.24604383E-04 -5.33167172E+00  2.44992000E-03  1.46813480E-02  3.78310132E-01  4.44966402E-05  2.05018658E-03  4.93658657E-03  1.46977831E-04  5.90340524E-03  9.57481123E-03  2.44568106E-04  9.31585640E-03  1.19202907E-02  5.97670706E-04  2.11405697E-02  1.69964024E-02  3.86677226E-03  1.15864674E-01  4.67921580E-02
 -2.58752566E+00 -5.00000000E+00  3.36002790E-04 -5.08073455E+00  2.54189233E-03  1.52827925E-02  3.81361899E-01  4.60342402E-05  2.10000182E-03  5.03132246E-03  1.52253568E-04  6.03978512E-03  9.75441321E-03  2.53492578E-04  9.52667274E-03  1.21369034E-02  6.20156756E-04  2.16037415E-02  1.72715589E-02  4.03013265E-03  1.18092580E-01  4.72979518E-02
 -2.57349440E+00 -4.75000000E+00  3.47655924E-04 -4.82977243E+00  2.63610363E-03  1.58993470E-02  3.84428838E-01  4.76054625E-05  2.15054982E-03  5.12724868E-03  1.57650674E-04  6.17800273E-03  9.93615690E-03  2.62626749E-04  9.74022818E-03  1.23558983E-02  6.43191658E-04  2.20726074E-02  1.75487408E-02  4.19799514E-03  1.20341173E-01  4.78013398E-02
 -2.55946521E+00 -4.50000000E+00  3.59963138E-04 -4.57874504E+00  2.73610601E-03  1.65548766E-02  3.87583488E-01  4.92628614E-05  2.20292786E-03  5.22614428E-03  1.63360205E-04  6.32078279E-03  1.01232171E-02  2.72301719E-04  9.96056652E-03  1.25807614E-02  6.67646488E-04  2.25555314E-02  1.78306642E-02  4.37759620E-03  1.22639712E-01  4.82979499E-02
 -2.54543664E+00 -4.25000000E+00  3.72471687E-04 -4.32769753E+00  2.83789821E-03  1.72224314E-02  3.90748028E-01  5.09467587E-05  2.25586079E-03  5.32593974E-03  1.69166038E-04  6.46494123E-03  1.03118841E-02  2.82143552E-04  1.01829515E-02  1.28073898E-02  6.92540221E-04  2.30426903E-02  1.81139712E-02  4.56084044E-03  1.24953110E-01  4.87923968E-02
 -2.53141004E+00 -4.00000000E+00  3.85651702E-04 -4.07658289E+00  2.94567920E-03  1.79301670E-02  3.93899385E-01  5.27189557E-05  2.31062156E-03  5.42869813E-03  1.75293408E-04  6.61362662E-03  1.05058302E-02  2.92542967E-04  1.04120512E-02  1.30397948E-02  7.18902678E-04  2.35437242E-02  1.84016877E-02  4.75631569E-03  1.27314669E-01  4.92794211E-02
 -2.51738432E+00 -3.75000000E+00  3.99184525E-04 -3.82543141E+00  3.05662991E-03  1.86590979E-02  3.97068870E-01  5.45374575E-05  2.36631666E-03  5.53297070E-03  1.81590148E-04  6.76461157E-03  1.07024602E-02  3.03236641E-04  1.06445525E-02  1.32751103E-02  7.46042637E-04  2.40517687E-02  1.86914870E-02  4.95831058E-03  1.29699960E-01  4.97623787E-02
 -2.50335980E+00 -3.50000000E+00  4.13187663E-04 -3.57423083E+00  3.17180606E-03  1.94162836E-02  4.00262520E-01  5.64176868E-05  2.42325730E-03  5.63926177E-03  1.88112672E-04  6.91866200E-03  1.09026681E-02  3.14322582E-04  1.08815885E-02  1.35143054E-02  7.74219058E-04  2.45691588E-02  1.89840629E-02  5.16899661E-03  1.32116886E-01  5.02399153E-02
 -2.48933680E+00 -3.25000000E+00  4.27828951E-04 -3.32296414E+00  3.29275794E-03  2.02119470E-02  4.03531607E-01  5.83815108E-05  2.48184194E-03  5.74821645E-03  1.94942338E-04  7.07673220E-03  1.11075712E-02  3.25943108E-04  1.11245567E-02  1.37585453E-02  8.03812546E-04  2.50987407E-02  1.92799933E-02  5.39164059E-03  1.34573994E-01  5.07099127E-02
 -2.47531446E+00 -3.00000000E+00  4.42759788E-04 -3.07166724E+00  3.41633464E-03  2.10250818E-02  4.06826298E-01  6.03832487E-05  2.54116817E-03  5.85837302E-03  2.01911444E-04  7.23661311E-03  1.13145903E-02  3.37806428E-04  1.13701957E-02  1.40050536E-02  8.34050061E-04  2.56338088E-02  1.95774061E-02  5.61972609E-03  1.37049077E-01  5.11764833E-02
 -2.46129394E+00 -2.75000000E+00  4.58536545E-04 -2.82028000E+00  3.54762396E-03  2.18893952E-02  4.10104678E-01  6.24955834E-05  2.60261495E-03  5.97197033E-03  2.09288752E-04  7.40164432E-03  1.15276394E-02  3.50381555E-04  1.16234169E-02  1.42579711E-02  8.66180262E-04  2.61844204E-02  1.98787313E-02  5.86387573E-03  1.39573985E-01  5.16329770E-02
 -2.44727421E+00 -2.50000000E+00  4.74715782E-04 -2.56884912E+00  3.68261005E-03  2.27781344E-02  4.13426906E-01  6.46604354E-05  2.66504335E-03  6.08716095E-03  2.16860781E-04  7.56904371E-03  1.17434637E-02  3.63296852E-04  1.18801158E-02  1.45138081E-02  8.99217819E-04  2.67421441E-02  2.01816718E-02  6.11576746E-03  1.42121008E-01  5.20847003E-02
 -2.43325558E+00 -2.25000000E+00  4.91446574E-04 -2.31735844E+00  3.82266214E-03  2.37003465E-02  4.16809225E-01  6.68972565E-05  2.72881694E-03  6.20453503E-03  2.24699656E-04  7.73968841E-03  1.19630912E-02  3.76678314E-04  1.21415808E-02  1.47736460E-02  9.33498806E-04  2.73096141E-02  2.04868255E-02  6.37826887E-03  1.44698338E-01  5.25298863E-02
 -2.41923843E+00 -2.00000000E+00  5.08974090E-04 -2.06578071E+00  3.97008624E-03  2.46710485E-02  4.20176434E-01  6.92378292E-05  2.79448125E-03  6.32498204E-03  2.32924996E-04  7.91486438E-03  1.21880374E-02  3.90736200E-04  1.24096820E-02  1.50390124E-02  9.69589652E-04  2.78906248E-02  2.07947003E-02  6.65628536E-03  1.47316443E-01  5.29657916E-02
 -2.40522202E+00 -1.75000000E+00  5.26905867E-04 -1.81415819E+00  4.12126459E-03  2.56663860E-02  4.23547859E-01  7.16309937E-05  2.86109211E-03  6.44696859E-03  2.41346687E-04  8.09230098E-03  1.24156397E-02  4.05138068E-04  1.26810905E-02  1.53071233E-02  1.00660226E-03  2.84783771E-02  2.11038385E-02  6.94221989E-03  1.49954510E-01  5.33970546E-02
